gene,species,summary_uid,summary_symbol,summary_name,summary_type,summary_chromosome,summary_text,disease_count,disease_names,domain_count,domain_names,ols_identity_count,ols_identity_labels,ols_function_count,ols_function_labels,error
PTTG1,Homo,,,,,,,0,,0,,4,PTTG1; PTTG1P2; PTTG1P1; PTTG1IP,0,,summary_not_found
RANBP17,Homo,64901,RANBP17,RAN binding protein 17,,5,"The transport of protein and large RNAs through the nuclear pore complexes (NPC) is an energy-dependent and regulated process. The import of proteins with a nuclear localization signal (NLS) is accomplished by recognition of one or more clusters of basic amino acids by the importin-alpha/beta complex; see MIM 600685 and MIM 602738. The small GTPase RAN (MIM 601179) plays a key role in NLS-dependent protein import. RAN-binding protein-17 is a member of the importin-beta superfamily of nuclear transport receptors.[supplied by OMIM, Jul 2002]",0,,0,,1,RANBP17,0,,
SH3PXD2B,Homo,285590,SH3PXD2B,SH3 and PX domains 2B,,5,"This gene encodes an adapter protein that is characterized by a PX domain and four Src homology 3 domains. The encoded protein is required for podosome formation and is involved in cell adhesion and migration of numerous cell types. Mutations in this gene are the cause of Frank-ter Haar syndrome (FTHS), and also Borrone Dermato-Cardio-Skeletal (BDCS) syndrome. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Apr 2015]",0,,0,,1,SH3PXD2B,0,,
AC022217.3,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
LINC01484,Homo,,,,,,,0,,0,,1,LINC01484,0,,summary_not_found
LINC01411,Homo,101928176,LINC01411,long intergenic non-protein coding RNA 1411,,5,,0,,0,,1,LINC01411,0,,
HRH2,Homo,3274,HRH2,histamine receptor H2,,5,"Histamine is a ubiquitous messenger molecule released from mast cells, enterochromaffin-like cells, and neurons. Its various actions are mediated by histamine receptors H1, H2, H3 and H4. Histamine receptor H2 belongs to the family 1 of G protein-coupled receptors. It is an integral membrane protein and stimulates gastric acid secretion. It also regulates gastrointestinal motility and intestinal secretion and is thought to be involved in regulating cell growth and differentiation. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2008]",0,,0,,2,HRH2; DHX15,1,histamine H2 receptor,
HK3,Homo,3101,HK3,hexokinase 3,,5,"Hexokinases phosphorylate glucose to produce glucose-6-phosphate, the first step in most glucose metabolism pathways. This gene encodes hexokinase 3. Similar to hexokinases 1 and 2, this allosteric enzyme is inhibited by its product glucose-6-phosphate. [provided by RefSeq, Apr 2009]",0,,0,,2,HK3; HOOK3,0,,
RNF130,Homo,55819,RNF130,ring finger protein 130,,5,"The protein encoded by this gene contains a RING finger motif and is similar to g1, a Drosophila zinc-finger protein that is expressed in mesoderm and involved in embryonic development. The expression of the mouse counterpart was found to be upregulated in myeloblastic cells following IL3 deprivation, suggesting that this gene may regulate growth factor withdrawal-induced apoptosis of myeloid precursor cells. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]",0,,0,,2,RNF130; RNF130-AS1,0,,
BTNL9,Homo,153579,BTNL9,butyrophilin like 9,,5,"Predicted to enable signaling receptor binding activity. Predicted to be involved in T cell receptor signaling pathway and regulation of cytokine production. Predicted to be located in plasma membrane. Predicted to be active in external side of plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,BTNL9,0,,
AC008443.6,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
IRF4,Homo,3662,IRF4,interferon regulatory factor 4,,6,"The protein encoded by this gene belongs to the IRF (interferon regulatory factor) family of transcription factors, characterized by an unique tryptophan pentad repeat DNA-binding domain. The IRFs are important in the regulation of interferons in response to infection by virus, and in the regulation of interferon-inducible genes. This family member is lymphocyte specific and negatively regulates Toll-like-receptor (TLR) signaling that is central to the activation of innate and adaptive immune systems. A chromosomal translocation involving this gene and the IgH locus, t(6;14)(p25;q32), may be a cause of multiple myeloma. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Aug 2010]",0,,0,,1,IRF4,1,plasma cell,
GMDS-DT,Homo,100508120,GMDS-DT,GMDS divergent transcript,,6,,0,,0,,1,GMDS-DT,1,NAD(P)H dehydrogenase (quinone) activity,
SERPINB9,Homo,5272,SERPINB9,serpin family B member 9,,6,"This gene encodes a member of the serine protease inhibitor family which are also known as serpins. The encoded protein belongs to a subfamily of intracellular serpins. This protein inhibits the activity of the effector molecule granzyme B. Overexpression of this protein may prevent cytotoxic T-lymphocytes from eliminating certain tumor cells. A pseudogene of this gene is found on chromosome 6. [provided by RefSeq, Mar 2012]",0,,0,,2,SERPINB9; SERPINB9-AS1,0,,
AL033523.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
AL162718.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
F13A1,Homo,2162,F13A1,coagulation factor XIII A chain,,6,"This gene encodes the coagulation factor XIII A subunit. Coagulation factor XIII is the last zymogen to become activated in the blood coagulation cascade. Plasma factor XIII is a heterotetramer composed of 2 A subunits and 2 B subunits. The A subunits have catalytic function, and the B subunits do not have enzymatic activity and may serve as plasma carrier molecules. Platelet factor XIII is comprised only of 2 A subunits, which are identical to those of plasma origin. Upon cleavage of the activation peptide by thrombin and in the presence of calcium ion, the plasma factor XIII dissociates its B subunits and yields the same active enzyme, factor XIIIa, as platelet factor XIII. This enzyme acts as a transglutaminase to catalyze the formation of gamma-glutamyl-epsilon-lysine crosslinking between fibrin molecules, thus stabilizing the fibrin clot. It also crosslinks alpha-2-plasmin inhibitor, or fibronectin, to the alpha chains of fibrin. Factor XIII deficiency is classified into two categories: type I deficiency, characterized by the lack of both the A and B subunits; and type II deficiency, characterized by the lack of the A subunit alone. These defects can result in a lifelong bleeding tendency, defective wound healing, and habitual abortion. [provided by RefSeq, Jul 2008]",0,,0,,1,F13A1,0,,
LY86-AS1,Homo,285780,LY86-AS1,LY86 antisense RNA 1,,6,,0,,0,,1,LY86-AS1,0,,
LY86,Homo,9450,LY86,lymphocyte antigen 86,,6,"Acts upstream of or within positive regulation of lipopolysaccharide-mediated signaling pathway. Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,2,LY86; LY86-AS1,0,,
TXNDC5,Homo,81567,TXNDC5,thioredoxin domain containing 5,,6,"This gene encodes a member of the disulfide isomerase (PDI) family of endoplasmic reticulum (ER) proteins that catalyze protein folding and thiol-disulfide interchange reactions. The encoded protein has an N-terminal endoplasmic reticulum (ER)-signal sequence, three catalytically active thioredoxin domains and a C-terminal ER-retention sequence. Its expression is induced by hypoxia and its role may be to protect hypoxic cells from apoptosis. Alternative splicing results in multiple transcript variants. Read-through transcription also exists between this gene and the neighboring upstream BLOC1S5 gene. [provided by RefSeq, Dec 2016]",0,,0,,2,TXNDC5; BLOC1S5-TXNDC5,0,,
HULC,Homo,728655,HULC,hepatocellular carcinoma up-regulated long non-coding RNA,,6,"This gene produces a long RNA that was discovered as upregulated in hepatocellular carcinoma and is associated with cancer progression. Expression of this transcript is regulated by microRNAs and at the transcriptional level by Sp1 family factors. The transcript may regulate gene expression by functioning as a competing RNA for microRNAs. [provided by RefSeq, Dec 2017]",0,,0,,1,HULC,0,,
TFAP2A-AS1,Homo,100130275,TFAP2A-AS1,TFAP2A antisense RNA 1,,6,,0,,0,,1,TFAP2A-AS1,0,,
GCNT2,Homo,2651,GCNT2,glucosaminyl (N-acetyl) transferase 2 (I blood group),,6,"This gene encodes the enzyme responsible for formation of the blood group I antigen. The i and I antigens are distinguished by linear and branched poly-N-acetyllactosaminoglycans, respectively. The encoded protein is the I-branching enzyme, a beta-1,6-N-acetylglucosaminyltransferase responsible for the conversion of fetal i antigen to adult I antigen in erythrocytes during embryonic development. Mutations in this gene have been associated with adult i blood group phenotype. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]",0,,0,,2,GCNT2; GCNT2P1,0,,
SYCP2L,Homo,221711,SYCP2L,synaptonemal complex protein 2 like,,6,"Predicted to act upstream of or within negative regulation of programmed cell death. Located in condensed chromosome, centromeric region and nucleoplasm. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,SYCP2L,0,,
TMEM170B,Homo,,,,,,,0,,0,,1,TMEM170B,0,,summary_not_found
EDN1,Homo,,,,,,,0,,0,,1,EDN1,4,negative regulation of endothelin production; positive regulation of endothelin production; regulation of endothelin production; endothelin production,summary_not_found
PHACTR1,Homo,221692,PHACTR1,phosphatase and actin regulator 1,,6,"The protein encoded by this gene is a member of the phosphatase and actin regulator family of proteins. This family member can bind actin and regulate the reorganization of the actin cytoskeleton. It plays a role in tubule formation and in endothelial cell survival. Polymorphisms in this gene are associated with susceptibility to myocardial infarction, coronary artery disease and cervical artery dissection. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Apr 2016]",0,,0,,1,PHACTR1,0,,
GFOD1,Homo,54438,GFOD1,Gfo/Idh/MocA-like oxidoreductase domain containing 1,,6,"Enables identical protein binding activity. Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,2,GFOD1; GFOD1-AS1,0,,
CD83,Homo,9308,CD83,CD83 molecule,,6,"The protein encoded by this gene is a single-pass type I membrane protein and member of the immunoglobulin superfamily of receptors. The encoded protein may be involved in the regulation of antigen presentation. A soluble form of this protein can bind to dendritic cells and inhibit their maturation. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011]",0,,0,,2,CD83; CD83P1,4,mature CD16-positive myeloid dendritic cell; mature CD11c-low plasmacytoid dendritic cell; myeloid dendritic cell; fibrocyte,
AL009177.1,Homo,101928354,LOC101928354,uncharacterized LOC101928354,,6,,0,,0,,0,,0,,
JARID2,Homo,3720,JARID2,jumonji and AT-rich interaction domain containing 2,,6,"This gene encodes a Jumonji- and AT-rich interaction domain (ARID)-domain-containing protein. The encoded protein is a DNA-binding protein that functions as a transcriptional repressor. This protein interacts with the Polycomb repressive complex 2 (PRC2) which plays an essential role in regulating gene expression during embryonic development. This protein facilitates the recruitment of the PRC2 complex to target genes. Alternate splicing results in multiple transcript variants. Mutations in this gene are associated with chronic myeloid malignancies. [provided by RefSeq, May 2012]",0,,0,,3,JARID2; JARID2-AS1; JARID2-DT,0,,
KIF13A,Homo,63971,KIF13A,kinesin family member 13A,,6,"This gene encodes a member of the kinesin family of microtubule-based motor proteins that function in the positioning of endosomes. This family member can direct mannose-6-phosphate receptor-containing vesicles from the trans-Golgi network to the plasma membrane, and it is necessary for the steady-state distribution of late endosomes/lysosomes. It is also required for the translocation of FYVE-CENT and TTC19 from the centrosome to the midbody during cytokinesis, and it plays a role in melanosome maturation. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Aug 2011]",0,,0,,1,KIF13A,0,,
KDM1B,Homo,221656,KDM1B,lysine demethylase 1B,,6,"Flavin-dependent histone demethylases, such as KDM1B, regulate histone lysine methylation, an epigenetic mark that regulates gene expression and chromatin function (Karytinos et al., 2009 [PubMed 19407342]).[supplied by OMIM, Oct 2009]",0,,0,,1,KDM1B,0,,
RNF144B,Homo,255488,RNF144B,ring finger protein 144B,,6,"Enables ubiquitin-protein transferase activity. Involved in negative regulation of apoptotic process and ubiquitin-dependent protein catabolic process. Located in mitochondrial membrane. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,RNF144B,0,,
MBOAT1,Homo,154141,MBOAT1,membrane bound glycerophospholipid O-acyltransferase 1,,6,"This gene belongs to the membrane-bound O-acetyltransferase superfamily. The encoded transmembrane protein is an enzyme that transfers organic compounds, preferably from oleoyl-CoA, to hydroxyl groups of protein targets in membranes. A translocation disrupting this gene may be associated with brachydactyly syndactyly syndrome. Alternately spliced transcript variants have been described for this gene. [provided by RefSeq, Nov 2012]",0,,0,,1,MBOAT1,0,,
AL158198.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
LINC00581,Homo,100874531,LINC00581,long intergenic non-protein coding RNA 581,,6,,0,,0,,1,LINC00581,0,,
AL512380.2,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
